Company,Technology,Mentions_SocialMedia,Mentions_Internet,Market_Penetration (%),Sentiment_SocialMedia,Sentiment_Internet,Innovation_Index,Category,Region,Revenue_Estimate (USD),Employee_Count,Date,Sentiment_Score_SocialMedia,Sentiment_Score_Internet,Growth_Rate_Mentions_SocialMedia,Growth_Rate_Mentions_Internet
SmartFarm,Drones for Crop Monitoring,222,123,19.87,neutre,neutre,2,Water Management,North Africa,677681,681,2024-11-29,0,0,-0.2952380952380952,-0.5714285714285714
SmartFarm,Smart Irrigation,52,133,8.37,positif,positif,2,Technology Adoption,Global,2243030,636,2024-11-29,1,1,-0.7657657657657657,0.08130081300813008
SmartFarm,IoT for Farming,487,102,11.2,neutre,négatif,5,Climate Change,Europe,4285706,679,2024-11-29,0,-1,8.365384615384615,-0.23308270676691734
SmartFarm,Drones for Crop Monitoring,447,124,1.46,neutre,positif,1,Drones,North Africa,326133,855,2024-11-29,0,1,-0.08213552361396304,0.21568627450980382
SmartFarm,Precision Agriculture,18,103,11.37,négatif,négatif,5,Sustainability,Global,677256,665,2024-11-29,-1,-1,-0.9597315436241611,-0.16935483870967738
SmartFarm,Sustainable Agriculture,89,243,10.55,positif,négatif,5,IoT,Global,185274,494,2024-11-29,1,-1,3.9444444444444446,1.3592233009708736
SmartFarm,Agriculture 4.0,423,198,6.16,neutre,négatif,4,Drones,Europe,2007606,107,2024-11-29,0,-1,3.752808988764045,-0.18518518518518523
SmartFarm,Agriculture 4.0,361,99,19.16,négatif,neutre,1,Precision Agriculture,North Africa,4159254,935,2024-11-29,-1,0,-0.14657210401891252,-0.5
SmartFarm,Drones for Crop Monitoring,435,295,23.45,positif,neutre,2,Drones,Tunisia,3299153,655,2024-11-29,1,0,0.20498614958448758,1.9797979797979797
SmartFarm,AI in Agriculture,451,197,6.76,positif,positif,3,IoT,Tunisia,656441,815,2024-11-29,1,1,0.0367816091954023,-0.33220338983050846
SmartFarm,IoT for Farming,133,109,27.72,négatif,positif,1,Precision Agriculture,North Africa,854889,526,2024-11-29,-1,1,-0.70509977827051,-0.4467005076142132
SmartFarm,Precision Agriculture,220,54,3.75,positif,positif,10,Technology Adoption,Sub-Saharan Africa,3780730,667,2024-11-29,1,1,0.6541353383458646,-0.5045871559633027
SmartFarm,Sustainable Agriculture,107,18,8.58,positif,positif,3,Smart Irrigation,Tunisia,469446,314,2024-11-29,1,1,-0.5136363636363637,-0.6666666666666667
SmartFarm,Agricultural Robotics,454,194,4.39,positif,neutre,8,Technology Adoption,Tunisia,167316,629,2024-11-29,1,0,3.2429906542056077,9.777777777777779
SmartFarm,Precision Agriculture,34,209,16.6,neutre,neutre,2,Robotics,Global,3212920,868,2024-11-30,0,0,-0.9251101321585903,0.07731958762886593
SmartFarm,Smart Irrigation,39,210,21.27,positif,positif,7,Precision Agriculture,Tunisia,2463653,57,2024-11-30,1,1,0.1470588235294117,0.004784688995215225
SmartFarm,Agricultural Robotics,21,32,1.83,neutre,négatif,6,Water Management,Tunisia,409306,480,2024-11-30,0,-1,-0.46153846153846156,-0.8476190476190476
SmartFarm,Agriculture 4.0,396,147,8.85,positif,neutre,5,Drones,North Africa,3578036,638,2024-11-30,1,0,17.857142857142858,3.59375
SmartFarm,AI in Agriculture,272,105,18.49,positif,négatif,4,Drones,North Africa,264549,220,2024-11-30,1,-1,-0.31313131313131315,-0.2857142857142857
SmartFarm,Climate-Smart Agriculture,194,140,23.63,positif,négatif,2,AI,Sub-Saharan Africa,4183225,233,2024-11-30,1,-1,-0.2867647058823529,0.33333333333333326
SmartFarm,AI in Agriculture,327,291,19.7,neutre,négatif,8,Smart Irrigation,Global,3728324,477,2024-11-30,0,-1,0.6855670103092784,1.0785714285714287
SmartFarm,Agricultural Robotics,319,208,28.3,négatif,neutre,4,Sustainability,Tunisia,2035457,283,2024-11-30,-1,0,-0.024464831804281384,-0.2852233676975945
SmartFarm,Precision Agriculture,219,62,20.22,positif,négatif,5,IoT,Tunisia,1382910,652,2024-11-30,1,-1,-0.3134796238244514,-0.7019230769230769
SmartFarm,Drones for Crop Monitoring,252,204,5.77,négatif,positif,2,IoT,Global,2657887,24,2024-11-30,-1,1,0.15068493150684925,2.2903225806451615
SmartFarm,AI in Agriculture,269,174,2.21,neutre,neutre,2,IoT,Global,3515185,329,2024-11-30,0,0,0.06746031746031744,-0.1470588235294118
SmartFarm,AI in Agriculture,233,222,17.49,négatif,neutre,10,AI,Global,3749315,402,2024-11-30,-1,0,-0.13382899628252787,0.27586206896551735
SmartFarm,Climate-Smart Agriculture,319,180,24.53,positif,positif,1,AI,Tunisia,4822578,612,2024-11-30,1,1,0.36909871244635184,-0.18918918918918914
SmartFarm,Agricultural Robotics,286,227,13.98,négatif,négatif,10,Sustainability,Sub-Saharan Africa,192161,82,2024-11-30,-1,-1,-0.10344827586206895,0.26111111111111107
SmartFarm,Agricultural Robotics,51,142,12.39,positif,neutre,1,Water Management,Europe,4947608,952,2024-11-30,1,0,-0.8216783216783217,-0.3744493392070485
SmartFarm,Agricultural Robotics,453,205,29.06,neutre,positif,6,AI,Global,4249795,46,2024-11-30,0,1,7.882352941176471,0.443661971830986
SmartFarm,Drones for Crop Monitoring,316,189,6.53,positif,positif,7,Smart Irrigation,Europe,3235323,343,2024-11-30,1,1,-0.30242825607064017,-0.07804878048780484
SmartFarm,Smart Irrigation,72,260,27.4,positif,neutre,2,Robotics,Tunisia,4187422,877,2024-12-01,1,0,-0.7721518987341772,0.3756613756613756
SmartFarm,IoT for Farming,434,126,26.78,neutre,positif,1,Climate Change,Sub-Saharan Africa,578413,257,2024-12-01,0,1,5.027777777777778,-0.5153846153846153
SmartFarm,Smart Irrigation,80,210,14.68,neutre,négatif,6,Technology Adoption,Sub-Saharan Africa,2465424,109,2024-12-01,0,-1,-0.815668202764977,0.6666666666666667
SmartFarm,Drones for Crop Monitoring,496,121,8.31,négatif,neutre,7,Water Management,Sub-Saharan Africa,3894064,661,2024-12-01,-1,0,5.2,-0.42380952380952386
SmartFarm,Agricultural Robotics,261,254,20.51,neutre,positif,8,Precision Agriculture,North Africa,2767240,546,2024-12-01,0,1,-0.47379032258064513,1.0991735537190084
SmartFarm,Agricultural Robotics,489,135,22.9,positif,neutre,2,Drones,North Africa,292847,12,2024-12-01,1,0,0.8735632183908046,-0.46850393700787396
SmartFarm,Drones for Crop Monitoring,337,46,14.65,négatif,positif,4,Water Management,Sub-Saharan Africa,4734666,257,2024-12-01,-1,1,-0.310838445807771,-0.6592592592592592
SmartFarm,Agricultural Robotics,186,61,29.32,négatif,négatif,8,Precision Agriculture,Tunisia,1396414,24,2024-12-01,-1,-1,-0.4480712166172107,0.326086956521739
SmartFarm,Sustainable Agriculture,491,76,18.83,négatif,positif,2,IoT,Tunisia,2194139,269,2024-12-01,-1,1,1.639784946236559,0.24590163934426235
SmartFarm,IoT for Farming,393,139,25.42,négatif,positif,3,Sustainability,Tunisia,1319230,816,2024-12-01,-1,1,-0.19959266802443987,0.8289473684210527
SmartFarm,Climate-Smart Agriculture,164,168,16.65,positif,neutre,9,IoT,North Africa,1327483,798,2024-12-01,1,0,-0.5826972010178118,0.2086330935251799
SmartFarm,Water Management,385,152,10.58,positif,neutre,2,Technology Adoption,Tunisia,4446421,64,2024-12-01,1,0,1.3475609756097562,-0.09523809523809523
SmartFarm,Drones for Crop Monitoring,261,32,18.77,positif,négatif,4,Technology Adoption,Global,4161257,317,2024-12-01,1,-1,-0.3220779220779221,-0.7894736842105263
SmartFarm,Smart Irrigation,497,133,4.38,négatif,positif,8,Smart Irrigation,Tunisia,4914265,291,2024-12-01,-1,1,0.9042145593869733,3.15625
SmartFarm,Drones for Crop Monitoring,388,221,11.53,positif,négatif,6,Robotics,Sub-Saharan Africa,4270754,752,2024-12-01,1,-1,-0.2193158953722334,0.6616541353383458
SmartFarm,AI in Agriculture,293,15,0.78,négatif,positif,6,AI,North Africa,4705288,502,2024-12-01,-1,1,-0.2448453608247423,-0.9321266968325792
SmartFarm,Drones for Crop Monitoring,186,38,18.24,neutre,neutre,3,Robotics,Global,1027693,750,2024-12-01,0,0,-0.3651877133105802,1.5333333333333332
SmartFarm,Agricultural Robotics,322,266,28.55,positif,neutre,8,IoT,Global,4548738,75,2024-12-01,1,0,0.7311827956989247,6.0
SmartFarm,Water Management,401,93,26.01,positif,neutre,6,IoT,Europe,2214756,912,2024-12-01,1,0,0.24534161490683237,-0.650375939849624
SmartFarm,Sustainable Agriculture,423,49,8.49,neutre,positif,1,Sustainability,Sub-Saharan Africa,701724,165,2024-12-01,0,1,0.05486284289276799,-0.4731182795698925
SmartFarm,Precision Agriculture,199,143,14.07,négatif,neutre,4,Technology Adoption,Europe,2119465,55,2024-12-01,-1,0,-0.5295508274231678,1.9183673469387754
SmartFarm,Agriculture 4.0,142,76,28.05,négatif,neutre,1,Smart Irrigation,Global,638385,114,2024-12-01,-1,0,-0.2864321608040201,-0.46853146853146854
SmartFarm,Sustainable Agriculture,88,208,12.67,négatif,négatif,7,AI,Global,3854888,180,2024-12-01,-1,-1,-0.3802816901408451,1.736842105263158
SmartFarm,Precision Agriculture,443,181,9.59,négatif,négatif,7,Water Management,Tunisia,2812814,71,2024-12-01,-1,-1,4.034090909090909,-0.1298076923076923
SmartFarm,Water Management,298,207,29.45,neutre,négatif,3,Sustainability,Global,4525923,976,2024-12-01,0,-1,-0.327313769751693,0.14364640883977908
SmartFarm,Climate-Smart Agriculture,233,38,26.8,neutre,négatif,9,Water Management,North Africa,1689745,988,2024-12-01,0,-1,-0.21812080536912748,-0.8164251207729468
SmartFarm,Agricultural Robotics,63,207,4.13,positif,neutre,1,Drones,Europe,2253541,982,2024-12-01,1,0,-0.7296137339055794,4.447368421052632
SmartFarm,Sustainable Agriculture,292,109,19.15,positif,neutre,6,Robotics,Tunisia,4143862,947,2024-12-02,1,0,3.6349206349206353,-0.47342995169082125
SmartFarm,Sustainable Agriculture,237,200,24.46,neutre,positif,8,Drones,Europe,4526322,712,2024-12-02,0,1,-0.18835616438356162,0.834862385321101
SmartFarm,IoT for Farming,484,157,1.19,positif,positif,7,Precision Agriculture,Europe,4304993,514,2024-12-02,1,1,1.0421940928270041,-0.21499999999999997
SmartFarm,Climate-Smart Agriculture,99,128,21.4,négatif,négatif,7,Climate Change,Global,1899868,658,2024-12-02,-1,-1,-0.7954545454545454,-0.1847133757961783
SmartFarm,Smart Irrigation,196,246,4.56,négatif,positif,9,Precision Agriculture,Global,3181518,999,2024-12-02,-1,1,0.9797979797979799,0.921875
SmartFarm,AI in Agriculture,220,122,4.11,neutre,neutre,5,Climate Change,Global,1366505,84,2024-12-02,0,0,0.12244897959183665,-0.5040650406504066
SmartFarm,Agriculture 4.0,43,88,17.32,neutre,négatif,7,IoT,Europe,3685137,511,2024-12-02,0,-1,-0.8045454545454546,-0.2786885245901639
SmartFarm,Agriculture 4.0,175,229,22.84,neutre,neutre,5,Climate Change,Europe,4765564,152,2024-12-02,0,0,3.0697674418604652,1.602272727272727
SmartFarm,Climate-Smart Agriculture,458,288,0.86,négatif,négatif,10,Technology Adoption,Europe,818197,973,2024-12-02,-1,-1,1.617142857142857,0.25764192139737996
SmartFarm,IoT for Farming,206,167,5.79,neutre,positif,8,Technology Adoption,Global,2161883,741,2024-12-02,0,1,-0.5502183406113537,-0.42013888888888884
SmartFarm,Precision Agriculture,287,196,20.68,neutre,positif,7,Water Management,Tunisia,1678825,991,2024-12-02,0,1,0.3932038834951457,0.17365269461077837
SmartFarm,Climate-Smart Agriculture,420,45,12.82,négatif,négatif,4,Sustainability,North Africa,4855756,392,2024-12-02,-1,-1,0.46341463414634143,-0.7704081632653061
SmartFarm,AI in Agriculture,367,88,8.39,neutre,négatif,9,Water Management,Global,351152,775,2024-12-02,0,-1,-0.1261904761904762,0.9555555555555555
SmartFarm,Agricultural Robotics,66,107,23.16,négatif,positif,3,Water Management,Europe,3337551,329,2024-12-02,-1,1,-0.8201634877384196,0.21590909090909083
SmartFarm,Agriculture 4.0,73,268,29.56,neutre,positif,6,Sustainability,Tunisia,3365841,930,2024-12-02,0,1,0.10606060606060597,1.5046728971962615
SmartFarm,Climate-Smart Agriculture,94,155,20.51,neutre,neutre,2,Smart Irrigation,North Africa,3094693,327,2024-12-02,0,0,0.28767123287671237,-0.42164179104477617
SmartFarm,Water Management,28,150,28.26,positif,positif,5,IoT,Sub-Saharan Africa,2993698,552,2024-12-02,1,1,-0.7021276595744681,-0.032258064516129004
SmartFarm,Water Management,43,23,13.09,positif,négatif,9,AI,Sub-Saharan Africa,1297664,417,2024-12-02,1,-1,0.5357142857142858,-0.8466666666666667
SmartFarm,Agricultural Robotics,439,8,4.95,négatif,neutre,1,Technology Adoption,Sub-Saharan Africa,3922181,798,2024-12-02,-1,0,9.209302325581396,-0.6521739130434783
SmartFarm,AI in Agriculture,214,241,1.74,neutre,négatif,4,Precision Agriculture,Sub-Saharan Africa,1197942,68,2024-12-02,0,-1,-0.5125284738041003,29.125
SmartFarm,Agricultural Robotics,336,145,5.14,négatif,neutre,4,Smart Irrigation,Europe,4533142,849,2024-12-02,-1,0,0.5700934579439252,-0.39834024896265563
SmartFarm,AI in Agriculture,136,150,26.13,neutre,négatif,6,Sustainability,Europe,2183267,329,2024-12-02,0,-1,-0.5952380952380952,0.034482758620689724
SmartFarm,Agricultural Robotics,271,124,19.12,neutre,neutre,6,AI,North Africa,1065974,300,2024-12-02,0,0,0.9926470588235294,-0.17333333333333334
SmartFarm,Water Management,23,176,21.64,négatif,positif,7,AI,Global,4519880,794,2024-12-02,-1,1,-0.915129151291513,0.4193548387096775
SmartFarm,Climate-Smart Agriculture,371,208,21.23,neutre,positif,2,Climate Change,Sub-Saharan Africa,2540832,314,2024-12-02,0,1,15.130434782608695,0.18181818181818188
SmartFarm,Sustainable Agriculture,265,159,13.76,neutre,neutre,5,Water Management,Tunisia,423864,457,2024-12-02,0,0,-0.2857142857142857,-0.23557692307692313
SmartFarm,Climate-Smart Agriculture,250,240,25.17,positif,négatif,1,Precision Agriculture,North Africa,638486,650,2024-12-02,1,-1,-0.05660377358490565,0.509433962264151
SmartFarm,Drones for Crop Monitoring,388,97,8.85,neutre,négatif,3,Smart Irrigation,Sub-Saharan Africa,2353272,155,2024-12-03,0,-1,0.552,-0.5958333333333333
SmartFarm,Water Management,345,82,10.81,négatif,neutre,2,IoT,Europe,3597673,184,2024-12-03,-1,0,-0.11082474226804129,-0.15463917525773196
SmartFarm,Climate-Smart Agriculture,483,10,17.84,neutre,neutre,1,Climate Change,Tunisia,2255203,659,2024-12-03,0,0,0.3999999999999999,-0.8780487804878049
SmartFarm,Agricultural Robotics,40,128,24.29,positif,négatif,3,Technology Adoption,Tunisia,4323398,674,2024-12-03,1,-1,-0.917184265010352,11.8
SmartFarm,Sustainable Agriculture,345,139,10.96,positif,neutre,6,AI,Global,4115761,626,2024-12-03,1,0,7.625,0.0859375
SmartFarm,Agricultural Robotics,352,110,5.98,positif,positif,1,Sustainability,Sub-Saharan Africa,3375144,410,2024-12-03,1,1,0.020289855072463725,-0.2086330935251799
SmartFarm,IoT for Farming,268,291,27.66,neutre,positif,3,Water Management,North Africa,3144618,409,2024-12-03,0,1,-0.23863636363636365,1.6454545454545455
SmartFarm,Agriculture 4.0,435,167,7.97,neutre,négatif,9,Smart Irrigation,Sub-Saharan Africa,2552987,677,2024-12-03,0,-1,0.6231343283582089,-0.42611683848797255
SmartFarm,IoT for Farming,303,85,27.28,neutre,négatif,9,Water Management,Global,1297542,698,2024-12-03,0,-1,-0.303448275862069,-0.49101796407185627
SmartFarm,Sustainable Agriculture,217,37,12.03,négatif,neutre,1,Smart Irrigation,North Africa,4568287,726,2024-12-03,-1,0,-0.2838283828382838,-0.5647058823529412
SmartFarm,Sustainable Agriculture,78,205,11.06,neutre,neutre,8,IoT,North Africa,4126909,21,2024-12-03,0,0,-0.6405529953917051,4.54054054054054
SmartFarm,AI in Agriculture,16,67,20.45,négatif,neutre,10,Smart Irrigation,North Africa,954099,756,2024-12-03,-1,0,-0.7948717948717949,-0.673170731707317
SmartFarm,Climate-Smart Agriculture,452,94,4.59,neutre,positif,1,IoT,Global,4793756,671,2024-12-03,0,1,27.25,0.4029850746268657
SmartFarm,Water Management,236,83,5.48,neutre,positif,1,AI,Europe,129876,838,2024-12-03,0,1,-0.47787610619469023,-0.11702127659574468
SmartFarm,IoT for Farming,287,71,17.07,neutre,négatif,5,Robotics,Global,3990687,487,2024-12-03,0,-1,0.21610169491525433,-0.14457831325301207
SmartFarm,Drones for Crop Monitoring,32,272,28.31,positif,positif,4,Robotics,Europe,4255485,578,2024-12-03,1,1,-0.8885017421602788,2.8309859154929575
SmartFarm,Sustainable Agriculture,91,247,29.85,neutre,neutre,1,Drones,Global,2178543,260,2024-12-03,0,0,1.84375,-0.09191176470588236
SmartFarm,IoT for Farming,91,206,13.45,positif,positif,4,Robotics,Tunisia,4171262,117,2024-12-03,1,1,0.0,-0.1659919028340081
SmartFarm,IoT for Farming,486,215,12.46,positif,négatif,9,Sustainability,Global,2323074,476,2024-12-03,1,-1,4.34065934065934,0.043689320388349495
SmartFarm,Water Management,20,58,27.44,négatif,neutre,5,Climate Change,Sub-Saharan Africa,4588010,198,2024-12-03,-1,0,-0.9588477366255144,-0.7302325581395348
SmartFarm,Agriculture 4.0,231,138,20.91,négatif,neutre,5,AI,Sub-Saharan Africa,4513161,827,2024-12-03,-1,0,10.55,1.3793103448275863
SmartFarm,Sustainable Agriculture,84,166,11.87,positif,négatif,3,Climate Change,Global,1350735,633,2024-12-03,1,-1,-0.6363636363636364,0.2028985507246377
SmartFarm,Smart Irrigation,434,91,17.62,négatif,neutre,9,Smart Irrigation,North Africa,2228841,969,2024-12-03,-1,0,4.166666666666667,-0.4518072289156626
SmartFarm,AI in Agriculture,201,68,8.87,négatif,neutre,4,Technology Adoption,Sub-Saharan Africa,62711,692,2024-12-03,-1,0,-0.5368663594470047,-0.25274725274725274
SmartFarm,Drones for Crop Monitoring,400,150,20.35,négatif,neutre,7,Sustainability,Tunisia,2544678,676,2024-12-04,-1,0,0.9900497512437811,1.2058823529411766
SmartFarm,Precision Agriculture,374,85,28.84,négatif,négatif,8,Climate Change,Europe,550560,199,2024-12-04,-1,-1,-0.06499999999999995,-0.43333333333333335
SmartFarm,IoT for Farming,212,229,16.78,négatif,négatif,5,Smart Irrigation,Europe,4048102,954,2024-12-04,-1,-1,-0.4331550802139037,1.6941176470588237
SmartFarm,IoT for Farming,319,55,22.52,positif,négatif,1,Technology Adoption,Tunisia,4014922,486,2024-12-04,1,-1,0.5047169811320755,-0.759825327510917
SmartFarm,Smart Irrigation,30,32,6.16,négatif,négatif,6,Smart Irrigation,North Africa,1148827,265,2024-12-04,-1,-1,-0.9059561128526645,-0.4181818181818182
SmartFarm,Water Management,235,230,17.7,positif,négatif,7,Precision Agriculture,North Africa,2926642,185,2024-12-04,1,-1,6.833333333333333,6.1875
SmartFarm,Precision Agriculture,465,229,14.36,négatif,positif,7,Sustainability,Tunisia,1558568,715,2024-12-04,-1,1,0.9787234042553192,-0.004347826086956497
SmartFarm,Precision Agriculture,42,27,4.39,neutre,positif,9,Technology Adoption,Tunisia,4601486,625,2024-12-04,0,1,-0.9096774193548387,-0.8820960698689957
SmartFarm,Smart Irrigation,389,225,12.71,négatif,neutre,10,Climate Change,Sub-Saharan Africa,4216035,342,2024-12-04,-1,0,8.261904761904763,7.333333333333334
SmartFarm,Sustainable Agriculture,16,180,18.41,neutre,positif,2,Water Management,Global,4756026,27,2024-12-04,0,1,-0.9588688946015425,-0.19999999999999996
SmartFarm,AI in Agriculture,78,86,23.91,négatif,négatif,9,Water Management,North Africa,3002152,37,2024-12-04,-1,-1,3.875,-0.5222222222222221
SmartFarm,AI in Agriculture,184,278,7.33,positif,neutre,7,Smart Irrigation,Sub-Saharan Africa,1572854,237,2024-12-04,1,0,1.358974358974359,2.2325581395348837
SmartFarm,Sustainable Agriculture,134,145,13.4,positif,négatif,2,Robotics,North Africa,929098,847,2024-12-04,1,-1,-0.2717391304347826,-0.4784172661870504
SmartFarm,Water Management,100,51,2.62,positif,positif,10,Smart Irrigation,Sub-Saharan Africa,1431584,340,2024-12-04,1,1,-0.25373134328358204,-0.6482758620689655
SmartFarm,Drones for Crop Monitoring,181,56,11.26,neutre,positif,10,IoT,Sub-Saharan Africa,2298175,823,2024-12-04,0,1,0.81,0.0980392156862746
SmartFarm,AI in Agriculture,361,133,23.09,négatif,neutre,4,Smart Irrigation,Global,4501887,916,2024-12-04,-1,0,0.9944751381215469,1.375
SmartFarm,Agricultural Robotics,258,12,27.83,positif,positif,9,AI,Tunisia,4018421,826,2024-12-04,1,1,-0.28531855955678675,-0.9097744360902256
SmartFarm,Agricultural Robotics,105,94,7.02,positif,neutre,3,Smart Irrigation,Sub-Saharan Africa,3530811,27,2024-12-04,1,0,-0.5930232558139534,6.833333333333333
SmartFarm,IoT for Farming,192,203,29.17,neutre,neutre,4,Precision Agriculture,Europe,2476036,192,2024-12-04,0,0,0.8285714285714285,1.1595744680851063
SmartFarm,Smart Irrigation,177,169,15.27,négatif,négatif,9,IoT,Global,4878390,180,2024-12-04,-1,-1,-0.078125,-0.16748768472906406
SmartFarm,Precision Agriculture,193,259,18.29,neutre,positif,10,Technology Adoption,Global,2305577,460,2024-12-04,0,1,0.09039548022598876,0.5325443786982249
SmartFarm,Drones for Crop Monitoring,24,80,9.6,négatif,neutre,4,Smart Irrigation,Sub-Saharan Africa,4032484,498,2024-12-04,-1,0,-0.8756476683937824,-0.6911196911196911
SmartFarm,Water Management,187,243,7.21,neutre,positif,2,Precision Agriculture,Global,1632279,795,2024-12-04,0,1,6.791666666666667,2.0375
